CASEID,FOLIO,REGION,MANZANA,NSE,INT_CODE,A,B,P1,SEXO1,SEXO2,SEXO3,SEXO4,SEXO5,SEXO6,SEXO7,SEXO8,SEXO9,SEXO10,SEXO11,SEXO12,SEXO13,SEXO14,SEXO15,EDAD1,EDAD2,EDAD3,EDAD4,EDAD5,EDAD6,EDAD7,EDAD8,EDAD9,EDAD10,EDAD11,EDAD12,EDAD13,EDAD14,EDAD15,ACTIV_1A,ACTIV_1B,ACTIV_1C,ACTIV2,ACTIV3,ACTIV4,ACTIV5,ACTIV6,ACTIV7,ACTIV8,ACTIV9,ACTIV10,ACTIV11,ACTIV12,ACTIV13,ACTIV14,ACTIV15,REL2,REL3,REL4,REL5,REL6,REL7,REL8,REL9,REL10,REL11,REL12,REL13,REL14,REL15,P3,P3_1,P3_2,P3_3,P4,P4_1,P4_2,P4_3,P5,P6,P7,P8_1,P8_2,P9,P10,P11,P12,P13,P14,P15,P15_1,P16,P16_1,P17,P17_S,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P32_S,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P47_S,P48,P49,P50,P51,P52,P52_A,P53,P54,P54_1,P55,P56,P57,P57_S,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P72_A,P73,P73_A,P74_1,P74_2,P74_3,P74_4,P74_5,P74_6,P75,P75_A,P76,P77,P78,P78A,P79,P80,P81,P82,P83,P84,P85,P86,P86_S,P87,P88,P88_A,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P98A,P98B,P98C,P99_1,P99_2,P99_3,P99_4,P99_1A,P99_2A,P99_3A,P99_4A,P1001,P101,P102,P103,P104,P105,P106,P107_1,P107_2,P107_3,P107_4,P107_5,P107_6,P107_1A,P107_2A,P107_3A,P107_4A,P107_5A,P108,P109,P110,P111_1,P111_2,P111_3,P111_4,P111_5,P111_6,P111_7,P111_8,P111_9,P111_10,P111_11,P112,P112_1,P113,P114,P115,P116,P116A,P116ASQ,P116B,P116_A,P116_B,P117,P117_A,P118,P119,P120,P121,P1220,P122_S,P123,P124,P125
3028,917,8, ,4, ,1,33,4,1,2,2,2, , , , , , , , , , , ,33,32,9,9, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,4,4, ,1,1,3, ,1, , , , , , ,1,8324,0,60,1,3,1,1,1,1,4,4,60,2,1998,20,5220,0,52,1,3,1,2, ,1,3,4,48,1989,5,2,5220,0,2,52,1993,1997,1,1, , , , ,1935,9141,0,80,1,3,2, ,1,5,0,0,1,3,6,9,3,1,1,2,0, , , , , , ,2,0,7,4,1,1,4,4,3,2,6,3,9,7433,0,1,1,1,2,1989,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,6, , ,2, , , , , , , , , , , ,5,1,5,1,1,2,2,2,2,2,2,2,2, ,2, ,2,5,2,4,4,16,4,2,1,2, ,1,4,2,1,8323,0,60,3,1
3029,2186,6, ,4, ,1,33,4,1,2,1,1, , , , , , , , , , , ,33,27,9,6, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,270,8,2,3,199,8,1,4,2, ,1,1,3, ,1, , , , , , ,1,7212,0,13,2,3,2,2, ,1,4,4,48,1,2001,23,7212,0,45,1,3,1,2, ,1,4,4,50,1994,1, , , , , , , ,1,1, , , , ,1951,6114,0,1,2,3,2, ,2,2,3,1,9,3,3,9,3,1,1,1,1,2,1,2,2,2, ,2,0,3,1,2,0,4,4,3,2,0,0,1,7413,0,2,2,0,2,2000,1,3,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,45000,0,2, , , , , , , , , , , ,3,1,3,2,1,2,2,2,2,2,2,2,2, ,2, ,2,3,1,6,6,36,6,2,2,2, ,1,2,7,0,0,0,0,0,2
3030,2066,13, ,3,7,1,34,3,1,2,2, , , , , , , , , , , , ,34,31,1, , , , , , , , , , , , ,2, , ,5, , , , , , , , , , , , , ,8,10, , , , , , , , , , , , ,1, , , ,1, , ,99,4,4, ,1,2,3, ,2,2,1,4,1,2001,9,2,7231,0,50,1,3,3,2, ,1,3,4,48,5,1996,18,8290,0,52,1,3,1,1,2,1,5,4,48,1991,5,1, , , , , , ,1,1, , , , ,1915,8261,0,17,1,3,2, ,1,3,3,3,9,3,2,9,1,1,1,2,0, , , , , , ,2,0,3,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,10000000,0, , , , , , , , , , , ,1,2,2,1,1,2,2,2,2,2,2,2,2, ,2, ,2,4,2,8,8,64,8,2,2,2, ,1,5,2,1,7231,0,50,3,2
3031,2092,6, ,4, ,1,32,4,1,2,1,2, , , , , , , , , , , ,32,26,7,4, , , , , , , , , , , ,5, , ,5,1,6, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,78,6,2,3,13,12,3,2,8, ,1,4,2, ,1, , , , , , ,1,9112,0,52,2,2, ,2, , , ,2,30,5,2001,23,7214,0,45,1,3,2,2, ,1,3,2,48,1995,5,2,7214,0,2,45,1992,1995,1,1, , , , ,1945,7122,0,45,2,2, , , , ,3,6,9,3,6,9,3,2,0,2,0, , , , , , ,2,0,5,2,1,1,4,4,2,6,3,6,9,5220,0,1,1,1,1,1992,1,1,2,2, , ,2,3,3,2,1,1,2,2,2,1,0,0,0,1,1998,2,1, ,3000000,2, , , , , , , , , , , ,2,2,3,1,1,1,2,2,2,2,2,2,2, ,1,2,2,4,2,2,2,4,2,1,2,2, ,1,4,4,2,4211,0,52,3,1
3032,3601,13, ,3,72,1,27,4,1,2,1,2, , , , , , , , , , , ,27,22,5,2, , , , , , , , , , , ,5, , ,3, , , , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,298,8,1,1, , ,99,4,3, ,1,1,3, ,1, , , , , , ,1,5122,0,75,1,4,1,1,1,1,7,4,60,1,1995,15,9211,0,1,1,3,5,2, ,2,4,4,20,1992,5,1, , , , , , ,1,1, , , , ,1947,9211,0,1,1,3,1,2,2,4,2,2,9,2,2,9,3,2,0,2,0, , , , , , ,2,0,3,2,1,1,2,8,3,2,2,8,9,9132,0,2,1,1,1,2000,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,45000,12000000,2, , , , , , , , , , , ,5,1,5,1,1,1,2,2,2,2,2,2,2, ,2, ,2,5,3,6,6,36,6,2,2,2, ,1,4,3,3, , , , ,2
3033,1038,13, ,3,53,1,30,2,1,2, , , , , , , , , , , , , ,30,29, , , , , , , , , , , , , ,5, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , ,99,5,5, ,1,3,5, ,1, , , , , , ,1,4190,0,45,1,3,1,2, ,1,4,4,48,2,1996,21,4141,0,17,1,3,1,2, ,1,6,4,80,1994,1, , , , , , , ,1,1, , , , ,1945,9152,0,93,1,4,2, ,1,6,6,2,1,6,2,9,3,1,1,2,0, , , , , , ,2,0,4,3,1,1,4,4,3,6,0,0,1,9211,0,2,1,1,2,1995,1,3,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1998,4,1, ,15000000,2, , , , , , , , , , , ,7,1,7,1,1,2,2,2,2,2,2,2,2, ,2, ,2,5,3,1,1,1,1,1,2,2, ,1,5,5,1,110,0,75,4,2
3034,3659,13, ,2,193,1,34,1,1, , , , , , , , , , , , , , ,34, , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , ,99,13,6,6,3,3,5, ,1, , , , , , ,1,2310,0,80,1,3,2,2, ,2,7,1,48,2,1995,23,2452,0,93,1,2, , , , , ,2,48, ,5,1, , , , , , ,1,1, , , , ,1922,2142,0,45,1,2, , , , ,13,5,1,12,1,9,1,1,1,2,0, , , , , , ,1,1,8,4,0, ,11,2,1, , , , , , , , , , ,1997,3,1,2,2, , ,1,3,3,2,1,1,2,2,2,1,0,0,0,2, , ,7,285000,50000000,1,1,2,2,2,2, ,1,0,0,0,0,10,1,10,1,2,2,2,2,1,1,1,1,1, ,2, ,2,7,4,4,4,16,4,2,1,2, ,1,14,1,1,2445,0,93,2,1
3035,1016,7, ,4, ,1,31,3,1,2,1, , , , , , , , , , , , ,31,28,2, , , , , , , , , , , , ,5, , ,5,6, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,1, , , ,1, , ,99,5,4, ,1,1,3, ,1, , , , , , ,1,7212,0,28,2,2, ,2, , , ,2,48,5,2000,18,7210,0,28,2,3,5,2, ,1,2,4,48,1988,5,2,721,0,2,28,1994,1996,1,1, , , , ,1928,9211,0,1,2,3,2, ,1,0,3,4,9,3,6,9,2,1,1,2,0, , , , , , ,2,0,4,1,2,0,5,5,1,1,3,3,9,9211,0,2,2,0,2,1999,1,2,2,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,25000,3000000,2, , , , , , , , , , , ,4,2,7,2,2,2,2,2,2,2,2,2,2, ,2, ,2,4,2,5,5,25,5,2,1,1,1,1,7,3,1,2359,0,80,4,1
3036,1190,7, ,4, ,1,28,4,1,2,2,2, , , , , , , , , , , ,28,29,12,6, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,279,7,3,2, , ,99,2,8, ,1,4,6,5,1, , , , , , ,1,7122,0,45,2,3,5,1,1,1,3,2,48,5,2001,16,9211,0,1,1,3,1,2, ,1,6,2,60,1990,5,2,9211,0,2,1,1990,1996,2,0,3,1, ,1,1938,9131,0,95,1,5,2, ,1,2,3,5,9,99,99,9,9,2,0,1,1,2,2,2,2,1,2,2,0,3,1,2,0,2,7,3,6,1,0,9,9211,0,2,2,0,2,1999,4,2,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,4, ,8000000,2, , , , , , , , , , , ,3,1,4,1,1,2,2,2,2,2,2,2,2, ,2, ,2,5,2,13,13,169,13,2,2,1,1,1,2,5,1,8331,0,1,3,1
3037,1698,13, ,4,137,1,33,3,1,2,1, , , , , , , , , , , , ,33,33,5, , , , , , , , , , , , ,5, , ,3,1, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,1, , , ,1, , ,99,4,4, ,1,1,3, ,1, , , , , , ,1,8322,0,60,1,2, ,2, , , ,2,48,5,1998,18,7231,0,50,1,3,1,2, ,1,4,4,50,1997,5,2,7231,0,2,50,1987,1997,1,1, , , , ,1936,3231,0,85,1,4,2, ,1,7,6,6,9,6,6,9,1,1,1,2,0, , , , , , ,2,0,3,1,1,1,4,4,3,1,6,6,9,8310,1,2,1,1,2,1984,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,70000,3000000,2, , , , , , , , , , , ,4,1,4,1,1,2,2,2,2,2,2,2,2, ,2, ,2,3,1,3,3,9,3,2,2,2, ,1,4,4,1,3231,0,85,4,1
3038,2621,10, ,3, ,1,29,7,1,2,2,1,2,2,1, , , , , , , , ,29,32,53,7,3,50,14, , , , , , , , ,5, , ,3,5,1, ,3,1, , , , , , , , ,2,5,3,3,11,11, , , , , , , , ,2,37,5,3,1, , ,99,2,8, ,1,4,6,3,1, , , , , , ,1,8340,0,5,2,3,2,2, ,1,5,4,80,2,2001,17,8324,0,1,1,3,6,2, ,1,0,4,80,1987,5,2,5169,0,2,93,1995,1995,2,0,5,31, ,22,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,2,0,0, , , , , , , ,2,0,1,1,1,1,9,2,3,2,6,2,9,0,0,0,2,0,2,1993,1,3,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,100000,0,2, , , , , , , , , , , ,4,2,8,1,1,1,2,2,2,2,2,2,2, ,2, ,2,5,3,4,4,16,4,2,2,2, ,2, , , , , , , , 
3039,1115,13, ,2,13,1,35,3,1,2,1, , , , , , , , , , , , ,35,58,30, , , , , , , , , , , , ,5, , ,3,5, , , , , , , , , , , , ,4,8, , , , , , , , , , , , ,1, , , ,1, , ,99,12,3,472,3,3,4, ,1, , , , , , ,1,1237,0,75,1,3,2,1,1,1,7,4,48,2,1999,23,3431,0,75,1,3,2,1,1,1,7,4,48,1993,5,2,3431,0,2,75,1994,1997,1,1, , , , ,1937,4190,0,93,1,3,1,2,1,4,3,6,9,12,3,9,3,2,0,2,0, , , , , , ,2,0,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,20000000,2, , , , , , , , , , , ,9,2,10,1,1,1,2,2,2,2,2,1,1, ,2, ,2,5,3,2,2,4,2,1,2,2, ,1,14,2,1,2310,0,80,3,2
3040,714,13, ,3,193,1,36,3,1,2,1, , , , , , , , , , , , ,36,30,5, , , , , , , , , , , , ,5, , ,3,1, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,1, , , ,1, , ,99,4,4, ,1,1,3, ,1, , , , , , ,1,8322,0,15,1,3,1,1,2,1,4,4,50,2,1999,20,110,0,75,1,4,1,1,2,1,7,4,70,1995,1, , , , , , , ,1,1, , , , ,1951,8324,0,60,1,2, , , , ,4,1,9,0,0,1,3,2,0,2,0, , , , , , ,1,1,7,3,1,1,11,2,3,1,0,0,1,9211,0,2,2,0,2,1992,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,85000,7000000,2, , , , , , , , , , , ,5,1,5,1,2,2,2,2,2,2,1,2,2, ,2, ,2,4,3,4,4,16,4,1,2,2, ,1,4,4,1,8324,0,60,3,2
3041,1131,10, ,3, ,1,32,4,1,2,2,1, , , , , , , , , , , ,32,28,63,13, , , , , , , , , , , ,5, , ,3,3,1, , , , , , , , , , , ,2,4,10, , , , , , , , , , , ,2,220,10,3,3,307,10,1,3,5, ,1,4,3, ,1, , , , , , ,1,9152,0,52,1,3,0,2, ,1,4,4,48,2,2000,18,4211,0,60,1,3,1,2, ,1,4,4,70,1999,5,2,4211,0,2,60,1988,1999,1,1, , , , ,1931,6114,1,1,1,3,1,1,1,4,2,4,9,2,6,9,1,1,1,1,1,2,1,2,2,2, ,2,0,8,3,1,1,4,4,3,1,2,7,9,6114,1,2,2,0,2,1994,3,1,1,2, , ,2,2,2,1,1,1,2,2,2,1,0,0,0,2, , ,6, , ,2, , , , , , , , , , , ,3,1,3,2,1,2,2,2,2,2,2,2,2, ,2, ,2,4,2,1,1,1,1,1,0,2, ,1,2,6,1,9211,0,1,3,2
3042,3618,13, ,5,73,1,31,5,1,2,1,2,1, , , , , , , , , , ,31,31,7,3,2, , , , , , , , , , ,2, , ,2,1, , , , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,2,48,1,3,3,161,5,2,2,8, ,1,4,1, ,2,2,1,4,1,2001, ,2,9211,0,1,2,3,5,2, ,1,6,4,48,5,2000,15,9211,0,1,2,3,1,2, ,1,7,1,48,1996,5,2,8278,0,0,15,1995,1996,2,0,3,2, ,31,1940,110,0,75,1,4,1,2,1,7,2,4,9,0,0,1,1,2,0,2,0, , , , , , ,1,1,4,2,2,0,2,6,3,2,2,4,1,9131,0,2,1,1,2,1993,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,20000,500000,2, , , , , , , , , , , ,1,1,0,2,2,2,2,2,2,2,2,2,2, ,2, ,2,1,1,5,5,25,5,1,2,2, ,1,0,0,0,0, , , , 
3043,1941,13, ,4,13,1,35,4,1,2,2,1, , , , , , , , , , , ,35,38,15,16, , , , , , , , , , , ,5, , ,5,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,2,3, ,1,4,6,2,1, , , , , , ,1,9322,0,18,1,3,1,2, ,1,5,4,48,2,1998,14,8232,0,25,1,3,5,2, ,1,4,4,48,1982,5,2,9333,0,2,60,1985,1998,2,0,1,2, ,1,1950,5230,0,52,1,2, , , , ,3,3,9,99,99,9,9,1,1,2,0, , , , , , ,2,0,4,1,2,0,2,5,1,1,3,6,9,7122,0,2,1,1,2,2000,3,1,2,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,65000,8000000,2, , , , , , , , , , , ,3,2,5,1,1,2,2,2,2,2,2,2,2, ,2, ,2,4,2,2,2,4,2,2,2,2, ,1,2,8,1,9152,0,52,3,2
3044,1949,7, ,4, ,1,36,4,1,2,2,1, , , , , , , , , , , ,36,52,9,10, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,4,3,10, , , , , , , , , , , ,2,13,13,3,1, , ,99,2,8, ,1,4,2, ,1, , , , , , ,1,9211,0,1,2,3,2,2, ,1,4,4,48,2,2001,17,9132,0,93,1,3,1,2, ,1,2,4,48,1988,5,2,8251,0,2,22,1988,1998,2,0,3,2, ,31,1947,6113,0,25,1,3,2, ,1,4,3,0,9,3,0,0,2,2,0,2,0, , , , , , ,2,0,2,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1000000,2, , , , , , , , , , , ,2,2,5,1,2,2,2,2,2,2,2,2,2, ,2, ,2,1,1,3,3,9,3,1,2,1,3,1,2,7,1,9152,0,52,3,2
3045,3786,13, ,4,73,1,30,4,1,2,2,2, , , , , , , , , , , ,30,30,13,2, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,5,5, ,1,2,3, ,1, , , , , , ,1,8333,0,60,1,3,1,2, ,1,5,4,60,2,2000,18,5220,0,52,1,3,1,2, ,1,4,4,48,1991,5,2,5220,0,2,52,1995,1998,1,1, , , , ,1949,7231,0,50,1,3,2, ,1,4,0,0,1,0,0,1,2,1,1,2,0, , , , , , ,2,0,5,3,1,1,4,2,3,2,3,6,9,5122,0,2,1,1,2,1997,1,1,1,2, , ,2,2,2,1,1,1,2,2,2,1,0,0,0,2, , ,6, , ,2, , , , , , , , , , , ,3,1,0,1,2,1,2,2,2,2,2,2,2, ,2, ,2,3,2,3,3,9,3,2,2,2, ,2, , , , , , , , 
3046,2777,10, ,3, ,1,35,11,1,2,2,1,2,2,1,2,2,1,2, , , , ,35,38,30,21,19,17,1,5,3,5,3, , , , ,5, , ,3,5,5,5,1, ,1, ,1, , , , , ,2,9,3,3,3,7,10,10,3,3, , , , ,2,61,10,3,3,374,10,2,4,1, ,1,2,2, ,1, , , , , , ,1,7231,0,50,1,3,2,2, ,1,4,4,48,2,2001,20,9322,0,15,1,3,2,2, ,1,6,4,48,1983,5,1, , , , , , ,1,1, , , , ,1936,7213,0,15,1,3,2, ,1,6,1,0,9,1,0,0,3,1,1,2,0, , , , , , ,2,0,5,3,2,0,10,1,3,1,2,4,9,9313,0,2,1,1,2,1994,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1998,4,1, ,7000000,1,1,2,1,2,2, ,1,0,1,0,0,4,4,7,1,1,1,2,2,2,2,1,2,2, ,2, ,2,4,2,5,5,25,5,2,2,2, ,1,4,4,1,9321,0,15,3,2
3047,2251,9, ,3, ,1,32,3,1,2,2, , , , , , , , , , , , ,32,70,31, , , , , , , , , , , , ,5, , ,4,5, , , , , , , , , , , , ,4,8, , , , , , , , , , , , ,2,40,9,3,2, , ,99,9,3,100,1,1,4, ,1, , , , , , ,1,3429,0,64,1,3,1,2, ,1,7,4,48,2,1995,23,7231,0,50,1,3,1,2, ,1,5,4,48,1994,5,1, , , , , , ,1,1, , , , ,1936,5220,0,52,1,3,2, ,1,4,6,4,9,6,2,9,3,1,1,2,0, , , , , , ,1,1,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,8000000,2, , , , , , , , , , , ,9,3,10,1,1,1,2,2,2,2,1,2,2, ,1,1,1,6,4,2,2,4,2,2,1,2, ,1,9,3,1,3439,0,93,3,2
3048,2602,13, ,4,425,1,31,4,1,2,2,1, , , , , , , , , , , ,31,29,11,8, , , , , , , , , , , ,5, , ,5,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,178,13,3,1, , ,99,10,3,122,1,1,5, ,1, , , , , , ,1,8324,0,60,1,3,1,1,1,1,2,2,48,2,2000,26,4122,0,60,1,3,1,1,1,1,6,4,90,2000,5,1, , , , , , ,2,0,2, , , ,1931,8323,0,60,1,3,2, ,1,4,6,6,9,4,8,9,2,1,1,2,0, , , , , , ,1,1,6,3,1,1,4,2,2,1,6,6,9,1310,0,1,1,1,2,1988,3,1,1,2, , ,2,1,1,1,1,2,2,1,2,0,0,1,0,2, , ,6, , ,2, , , , , , , , , , , ,4,2,5,1,1,2,2,2,2,2,2,2,2, ,2, ,2,4,2,6,6,36,6,2,2,1,7,1,4,2,1,8324,0,60,3,2
3049,3996,13, ,4,14,1,34,3,1,2,2, , , , , , , , , , , , ,34,38,11, , , , , , , , , , , , ,5, , ,3,1, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,2,182,8,2,1, , ,99,4,2, ,1,1,3, ,1, , , , , , ,1,7212,0,28,1,2, ,2, , , ,4,48,5,0,21,9142,0,93,2,2, , , , , ,4,40,1988,5,1, , , , , , ,1,1, , , , ,1914,0, ,75,1,3,2, ,1,6,0,0,1,0,0,1,3,1,1,2,0, , , , , , ,2,0,3,2,1,1,4,1,3,2,0,0, , , , , , , ,1990,1,3,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1992,4,2, ,10000000,2, , , , , , , , , , , ,3,1,3,1,1,2,2,2,2,2,2,2,2, ,2, ,2,4,2,8,8,64,8,2,1,2, ,1,2,8, , , , , , 
3050,2000,9, ,3, ,1,36,5,1,2,1,2,2, , , , , , , , , , ,36,36,15,12,8, , , , , , , , , , ,5, , ,3,1,1,1, , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,2,101,8,3,3,285,8,2,4,4, ,1,1,3, ,1, , , , , , ,1,8333,0,50,1,3,1,2, ,1,6,4,48,4,1996,22,9152,0,45,2,3,1,2, ,1,5,4,84,1989,4, , , , , , , ,1,1, , , , ,1914,9111,0,52,2,2, , , , ,3,6,9,1,0,0,3,1,1,2,0, , , , , , ,2,0,3,3,1,1,4,2,3,1,6,6,9,9313,0,2,1,1,2,1984,1,1,1,2, , ,2,2,2,1,1,1,2,2,2,1,0,0,0,2, , ,4, ,10000000,2, , , , , , , , , , , ,3,1,3,1,1,1,1,2,2,2,2,2,2, ,1,1,2,3,1,7,7,49,7,2,2,2, ,1,2,8,1,8141,0,20,3,2
3051,2073,6, ,4, ,1,34,2,1,2, , , , , , , , , , , , , ,34,30, , , , , , , , , , , , , ,5, , ,5, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,2,313,9,1,1, , ,99,2,8, ,1,4,6,4,1, , , , , , ,1,7123,0,45,1,3,2,2, ,1,6,4,48,2,1996,18,9313,0,45,2,3,2,2, ,1,4,4,48,1986,5,2,9211,0,2,1,1995,1995,2,0,5,39, ,21,1926,6114,0,1,1,2, , , , ,3,5,9,0,0,0,0,1,1,2,0, , , , , , ,2,0,2,1,2,0,2,8,1,3,0,0,1,7129,0,2,1,1,1,1999,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,30000,1500000,2, , , , , , , , , , , ,3,2,4,1,1,1,2,2,2,1,2,2,2, ,2, ,1,4,2,0, , ,0, , ,2, ,2, , , , , , , , 
3052,1315,8, ,3, ,1,29,2,1,2, , , , , , , , , , , , , ,29,28, , , , , , , , , , , , , ,5, , ,3, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,2,89,11,1,1, , ,99,13,6,31,2,2,3, ,1, , , , , , ,1,1222,0,20,1,3,1,1,2,1,5,2,60,2,1998,27,1222,0,20,1,3,1,1,2,1,5,4,60, ,2, , , , , , , ,2,0,1,1, ,1,1940,4115,0,80,1,3,2, ,1,4,12,2,9,99,99,9,9,1,1,2,0, , , , , , ,1,1,5,3,1,1,10,5,3,1,13,5,9,2331,0,2,1,1,1,2001,2,1,0,2, , ,0,0,0, , ,0,0,0,0, , , , ,2, , ,7,90000,10000000,2, , , , , , , , , , , ,10,1,10,1,1,1,2,2,1,1,1,1,1, ,2, ,2,5,3,1,1,1,1,2,1,2, ,2, , , , , , , , 
3053,1969,2, ,3, ,1,29,6,1,2,2,1,1,2, , , , , , , , , ,29,50,27,19,8,4, , , , , , , , , ,5, , ,5,3,1,1, , , , , , , , , , ,5,2,9,3,3, , , , , , , , , ,2,60,2,3,3,104,2,3,4,3, ,1,1,3, ,1, , , , , , ,1,7245,0,40,1,3,1,2, ,1,4,4,48,2,1997,19,7137,0,45,2,3,2,2, ,1,5,4,48,1992,5,2,7137,0,2,45,1995,1996,2,0,6,35, ,23,1947,7242,0,13,1,3,2, ,1,7,7,5,9,2,8,9,2,2,0,2,0, , , , , , ,2,0,10,4,1,1,5,4,3,2,6,1,9,9131,0,2,1,1,2,1996,2,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,6, , ,2, , , , , , , , , , , ,8,2,8,1,1,1,2,2,2,2,1,2,2, ,2, ,1,7,3,3,3,9,3,2,2,2, ,1,4,2,1,8323,0,60,3,2
3054,2669,13, ,3,50,1,33,2,1,2, , , , , , , , , , , , , ,33,25, , , , , , , , , , , , , ,5, , ,5, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,2,39,8,3,1, , ,99,4,4, ,1,1,3, ,1, , , , , , ,1,4190,0,75,1,4,1,1,1,1,2,4,40,3,1989,17,7231,0,50,2,3,2,2, ,1,2,4,30,1986,5,1, , , , , , ,1,1, , , , ,1918,9333,0,61,1,3,2, ,1,6,0,0,1,2,3,9,3,1,1,2,0, , , , , , ,2,0,5,3,1,1,4,4,1,1,0,0,1,0,0,0,1,1,2,1997,1,1,2,2, , ,2,3,3,2,1,1,2,2,2,1,0,0,0,1,2000,4,2, ,10000000,2, , , , , , , , , , , ,0,2,0,0,0,0,0,0,0,0,0,0,0, ,2, ,0,5,3,2,2,4,2,2,1,2, ,1,5,4,2,9333,0,61,3,2
3055,394,13, ,4,434,1,35,3,1,2,1, , , , , , , , , , , , ,35,28,6, , , , , , , , , , , , ,5, , ,3,1, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,1, , , ,1, , ,99,5,2, ,1,2,3, ,1, , , , , , ,1,7243,0,93,2,2, ,2, , , ,4,50,5,1998,9,5230,0,52,2,2, , , , , ,4,30,1975,5,1, , , , , , ,1,1, , , , ,1929,9313,0,45,1,3,2, ,1,0,3,2,9,3,2,9,1,1,1,2,0, , , , , , ,2,0,4,2,1,1,5,2,3,7,1,0,9,9152,0,2,2,0,2,1996,1,4,1,2, , ,1,4,4,0,0, , , , , , , , ,2, , ,6, , ,2, , , , , , , , , , , ,4,1,4,1,1,1,2,2,2,2,2,2,2, ,1,1,2,4,2,3,3,9,3,2,2,2, ,1,2,8,1,9152,0,24,3,2
3056,41,13, ,5,443,1,28,4,1,2,1,2, , , , , , , , , , , ,28,28,7,4, , , , , , , , , , , ,5, , ,3,1, , , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,2,8, ,1,4,3, ,1, , , , , , ,1,9333,0,51,2,3,5,2, ,1,2,4,48,5,2001,14,8240,0,20,2,3,2,2, ,1,5,4,40,1987,5,2,9333,0,2,51,1994,1996,1,1, , , , ,1949,9333,0,15,1,3,1,1,1,7,6,6,9,6,6,9,1,2,0,2,0, , , , , , ,2,0,3,2,1,1,4,4,3,1,6,6,9,1100,0,2,1,1,1,1997,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,6, , ,2, , , , , , , , , , , ,2,1,2,2,1,2,2,2,2,2,2,2,2, ,2, ,2,2,1,1,1,1,1,1,2,2, ,1,2,8,2,7137,0,74,3,2
